,assetCode,confidenceValue
139,ASX.N,0.00535505451262
140,ATHM.N,0.00330677535385
141,ATHN.O,0.00202819798142
142,ATI.N,0.0102455727756
143,ATO.N,0.0105023076758
144,ATR.N,0.00584291666746
145,ATSG.O,0.00474276486784
146,ATU.N,0.00766025576741
147,ATVI.O,0.00735923089087
148,AU.N,0.0452194698155
149,AUO.N,0.0057822028175
150,AUY.N,0.0412958599627
151,AVA.N,0.0146042024717
152,AVB.N,0.0162977613509
153,AVP.N,0.000370900612324
154,AVT.N,0.00503237359226
155,AVXS.O,-0.00279531208798
156,AVY.N,0.00808839686215
157,AWH.N,0.00309561006725
158,AWI.N,0.00732268206775
159,AWK.N,0.0103203561157
160,AXDX.O,0.0115079889074
161,AXL.N,0.00460153259337
162,AXON.N,0.0135486675426
163,AXP.N,0.00794518180192
164,AXS.N,0.00229175854474
165,AXTA.N,0.0108004277572
166,AYR.N,0.00630057882518
167,AZN.N,0.0117729632184
168,AZPN.O,0.00266087334603
169,BA.N,0.00263913115487
170,BABA.N,0.00431350059807
171,BABY.O,0.00572855584323
172,BAC.N,0.00200879899785
173,BAH.N,0.00942030828446
174,BAK.N,0.00193608459085
175,BAM.N,0.00513294059783
176,BANC.N,0.00649824272841
177,BANR.O,0.00197541853413
178,BAX.N,0.00328714679927
179,BBBY.O,0.00714792218059
180,BBD.N,0.00210256967694
181,BBL.N,0.00523465499282
182,BBRY.O,0.00542449951172
183,BBT.N,0.00522081274539
184,BBVA.N,0.00427912455052
185,BBY.N,-0.000969485379755
186,BC.N,0.00651792902499
187,BCC.N,0.0118128722534
188,BCE.N,0.00704180169851
189,BCO.N,0.00701277516782
190,BCR.N,0.00442311447114
191,BCS.N,0.00577821023762
192,BDC.N,0.00663524772972
193,BDN.N,0.0102057540789
194,BDX.N,0.0120042348281
195,BEAV.O,0.0060043791309
196,BECN.O,0.00725449994206
197,BEL.N,0.00781398173422
198,BEN.N,0.0061458805576
199,BERY.N,0.0109671773389
200,BETR.N,0.00932521093637
201,BFb.N,0.01258901041
202,BG.N,0.00589647144079
203,BGC.N,0.00608487799764
204,BGCP.O,0.00473919976503
205,BGG.N,0.00553115550429
206,BGS.N,0.00892059225589
207,BHE.N,0.00231783371419
208,BHI.N,0.000400076620281
209,BHP.N,-0.000927009619772
210,BID.N,0.00963689852506
211,BIDU.O,0.0166416540742
212,BIG.N,0.0110252434388
213,BIIB.O,0.00624477211386
214,BITA.N,0.0145666794851
215,BJRI.O,0.0107683455572
216,BK.N,0.00529749039561
217,BKD.N,0.0237617976964
218,BKE.N,0.0179135687649
219,BKH.N,0.00873037613928
220,BKS.N,0.00720108207315
221,BKU.N,0.00633225217462
222,BLD.N,0.00660394877195
223,BLDR.O,0.0114904930815
224,BLK.N,0.00484151393175
225,BLKB.O,0.00847525242716
226,BLL.N,0.00549788679928
227,BLMN.O,0.010949854739
228,BLOX.N,0.0137178106233
229,BLUE.O,0.0139428814873
230,BMCH.O,0.0101639470086
231,BMO.N,0.00768505595624
232,BMRN.O,0.00709720980376
233,BMS.N,0.0054486207664
234,BMY.N,0.0106578972191
235,BNCL.O,0.00718814041466
236,BNS.N,0.00803849566728
237,BOFI.O,0.00218103080988
238,BOX.N,0.00512381270528
239,BP.N,0.00560685992241
240,BPFH.O,0.00267789978534
241,BPL.N,0.00751145463437
242,BPMC.O,-0.000179900787771
243,BPOP.O,0.00574394036084
244,BR.N,0.0099811675027
245,BRCD.O,0.00820569973439
246,BRFS.N,0.00365331862122
247,BRKL.O,0.00608337577432
248,BRKR.O,0.00785167422146
249,BRKS.O,0.00700828712434
250,BRKb.N,0.00826052762568
251,BRO.N,0.00633220095187
252,BRX.N,0.00968468654901
253,BSAC.N,0.00855352543294
254,BSBR.N,0.00333998631686
255,BSFT.O,0.010804509744
256,BSMX.N,0.00367557816207
257,BSX.N,0.0100777223706
258,BT.N,0.0126647735015
259,BTE.N,0.00600262545049
260,BTG.A,0.0297764353454
261,BUD.N,0.00310096424073
262,BUFF.O,0.00128273386508
263,BURL.N,0.00951963942498
264,BVN.N,0.0245968699455
265,BW.N,0.00532980076969
266,BWA.N,0.00337395258248
267,BWLD.O,0.0113554289564
268,BWP.N,0.00939162261784
269,BWXT.N,0.00371277704835
270,BX.N,0.0107508106157
271,BXMT.N,0.00980429537594
272,BXP.N,0.0144039457664
273,BXS.N,0.00422081444412
274,BYD.N,0.00936425942928
275,C.N,0.00391926895827
276,CA.O,0.00789356045425
277,CAA.N,0.0102349529043
278,CAB.N,-0.00413464242592
279,CAG.N,0.000542131718248
280,CAH.N,0.00774467084557
281,CAJ.N,0.00439889263362
282,CAKE.O,0.00367929413915
283,CAL.N,0.00389239564538
284,CALD.O,0.00506564229727
285,CALM.O,0.00997843686491
286,CAR.O,0.0128254154697
287,CASY.O,0.0089776115492
288,CAT.N,0.00491660553962
289,CATM.O,0.00215410115197
290,CATY.O,0.00641626864672
291,CAVM.O,0.0102829374373
292,CB.N,0.00695304106921
293,CBD.N,0.00659093633294
294,CBG.N,0.00833646859974
295,CBI.N,0.00423364061862
296,CBL.N,0.0125019075349
297,CBM.N,0.00806105695665
298,CBOE.O,0.00578221213073
299,CBPX.N,0.0100416382775
300,CBRL.O,0.00661963783205
301,CBS.N,0.00222506420687
302,CBSH.O,0.00422780681401
303,CBT.N,0.00739507284015
304,CC.N,0.00645957328379
305,CCC.N,-0.00178865715861
306,CCE.N,0.00529988389462
307,CCI.N,0.015540198423
308,CCJ.N,0.0143520319834
309,CCK.N,0.00912976730615
310,CCL.N,0.00431970134377
311,CCOI.O,0.0116262892261
312,CCP.N,0.011939781718
313,CCU.N,0.00620597042143
314,CDE.N,0.0016909930855
315,CDK.O,0.00776953715831
316,CDNS.O,0.00595939625055
317,CDW.O,0.00614296924323
318,CE.N,0.00726159755141
319,CELG.O,0.00725421775132
320,CEMP.O,0.015637692064
321,CENTA.O,0.0027048564516
322,CERN.O,0.0086202127859
323,CF.N,0.00906124338508
324,CFFN.O,0.00517988484353
325,CFG.N,0.00178501056507
326,CFR.N,-2.87415459752e-05
327,CFX.N,0.00518208462745
328,CG.O,0.00367246475071
329,CGNX.O,0.00780663639307
330,CHD.N,0.022443562746
331,CHFC.O,0.00760959368199
332,CHK.N,-0.00109301507473
333,CHKP.O,0.0037061246112
334,CHL.N,0.00690135918558
335,CHMT.N,0.00808092020452
336,CHRS.O,0.00382793415338
337,CHRW.O,0.00545361172408
338,CHS.N,0.0051590455696
339,CHSP.N,0.00791337713599
340,CHTR.O,0.00857815891504
341,CHU.N,0.00600215047598
342,CI.N,0.00779298134148
343,CIB.N,0.00462852977216
344,CIEN.N,0.00591301079839
345,CIG.N,0.00491026416421
346,CIM.N,0.0137061504647
347,CINF.O,0.00156681612134
348,CIT.N,0.00356833916157
349,CL.N,0.00615620892495
350,CLB.N,0.000986089929938
351,CLC.N,0.00764664914459
352,CLGX.N,0.00955613981932
353,CLH.N,0.00695005618036
354,CLI.N,0.013098272495
355,CLNY.N,0.0110368700698
356,CLR.N,0.00224799849093
357,CLVS.O,0.010674873367
358,CLX.N,0.0107135372236
359,CM.N,0.00745596550405
360,CMA.N,0.00146913528442
361,CMC.N,0.00956369750202
362,CMCSA.O,0.00471109524369
363,CME.O,0.00259843561798
364,CMG.N,0.00424445606768
365,CMI.N,3.07876616716e-05
366,CMO.N,0.011981937103
367,CMP.N,0.00711400993168
368,CMS.N,0.0135647421703
369,CNC.N,0.0141930254176
370,CNHI.N,0.00512750633061
371,CNI.N,0.00476519297808
372,CNK.N,-0.00016418332234
373,CNO.N,0.00640268996358
374,CNP.N,0.0115723246709
375,CNQ.N,0.00235071033239
376,CNSL.O,0.00965045206249
377,COF.N,0.00608878862113
378,COG.N,0.0121503109112
379,COH.N,0.00542456097901
380,COL.N,0.00881006475538
381,COLB.O,0.00378742534667
382,COLM.O,0.000727348029613
383,COMM.O,0.00404348876327
384,CONE.O,0.00754578318447
385,COO.N,0.00336459930986
386,COP.N,0.00350839737803
387,COR.N,0.0054054223001
388,COST.O,0.00643592141569
389,COT.N,0.0117104602978
390,COTY.N,0.00812949147075
391,CP.N,0.00528315547854
392,CPA.N,0.00320825632662
393,CPB.N,0.00678965914994
394,CPE.N,0.00522998161614
395,CPG.N,0.00806436873972
396,CPHD.O,0.00275406287983
397,CPL.N,0.00328104849905
398,CPRT.O,0.00755278673023
399,CPT.N,0.0124847749248
400,CRAY.O,0.00967720896006
401,CREE.O,0.00630080141127
402,CRH.N,0.00822012033314
403,CRI.N,0.00563878007233
404,CRL.N,0.00787602271885
405,CRM.N,0.00774450507015
406,CRS.N,0.0104267979041
407,CRTO.O,0.00949920155108
408,CRUS.O,0.00378554593772
409,CRZO.O,0.00376287195832
410,CS.N,0.00263535510749
411,CSAL.O,0.0130544817075
412,CSCO.O,0.00726072955877
413,CSGS.O,0.00900972168893
414,CSII.O,0.00151479616761
415,CSIQ.O,0.000563635025173
416,CSL.N,0.00569227430969
417,CSOD.O,0.0145000601187
418,CSRA.N,0.00692876894027
419,CST.N,0.00556055177003
420,CSTM.N,0.0105086984113
421,CSX.O,0.00323024019599
422,CTAS.O,0.00330648664385
423,CTB.N,0.00285344850272
424,CTL.N,0.00997835956514
425,CTLT.N,0.00745074171573
426,CTRE.O,0.0136427441612
427,CTRP.O,0.00311893597245
428,CTSH.O,0.0120664620772
429,CTXS.O,0.00876453705132
430,CUBE.N,0.00998781900853
431,CUDA.N,0.0147853167728
432,CUK.N,0.0059125777334
433,CUZ.N,0.0408649109304
434,CVA.N,0.00687026232481
435,CVBF.O,0.00604860670865
436,CVE.N,0.000635142438114
437,CVG.N,0.00928416475654
438,CVI.N,-3.70787456632e-05
439,CVLT.O,0.00494946632534
440,CVRR.N,0.0048068575561
441,CVS.N,0.00581687875092
442,CVX.N,0.00395489577204
443,CWEI.N,-9.14609991014e-05
444,CWT.N,0.0136579843238
445,CX.N,0.0041060289368
446,CXO.N,0.00204912992194
447,CXP.N,0.00764429103583
448,CY.O,0.00916392728686
449,CYBR.O,0.0081708971411
450,CYH.N,0.00414417870343
451,CYNO.O,0.00501199346036
452,CYS.N,0.0102522093803
453,CZR.O,0.0193690545857
454,CZZ.N,0.00332197360694
455,D.N,0.00786449760199
456,DAL.N,0.00626698322594
457,DAN.N,0.0083303777501
458,DAR.N,0.00362398382276
459,DATA.N,0.0138354664668
460,DB.N,0.00229509733617
461,DBD.N,0.0160136558115
462,DCI.N,0.00661007035524
463,DCT.N,0.0111666498706
464,DD.N,0.00386193301529
465,DDC.N,0.00873171258718
466,DDD.N,0.0110468519852
467,DDS.N,0.00360141322017
468,DE.N,0.00776504725218
469,DEA.N,0.0024902629666
470,DECK.N,0.00797261297703
471,DEI.N,0.00842199381441
472,DENN.O,0.00465630553663
473,DEO.N,0.00885074120015
474,DEPO.O,0.012686339207
475,DF.N,0.00803652405739
476,DFS.N,0.0085538579151
477,DFT.N,0.0086774090305
478,DG.N,0.011484128423
479,DGI.N,0.00595137383789
480,DGX.N,0.0064511783421
481,DHI.N,0.0104341618717
482,DHR.N,0.004553232342
483,DIS.N,0.00389671139419
484,DISCA.O,0.00928999017924
485,DISCK.O,0.00720730051398
486,DISH.O,0.00259306561202
487,DKS.N,0.00809663906693
488,DLB.N,0.0051581710577
489,DLPH.N,0.00915607064962
490,DLR.N,0.00940404459834
491,DLTH.O,0.00167741533369
492,DLTR.O,0.00857995729893
493,DLX.N,0.00599810387939
494,DNKN.O,0.0057742074132
495,DNOW.N,0.00173369375989
496,DNR.N,0.00321430619806
497,DO.N,0.0149833885953
498,DOC.N,0.020039062947
499,DOV.N,0.0125579601154
500,DOW.N,0.00441010762006
501,DOX.O,0.00295525789261
502,DPLO.N,0.00927981454879
503,DPZ.N,0.00367432460189
504,DRE.N,0.00899161491543
505,DRH.N,0.0078844204545
506,DRI.N,0.005091778934
507,DRQ.N,0.00411160569638
508,DSW.N,0.00832053553313
509,DTE.N,0.00871692877263
510,DUK.N,0.00790607836097
511,DV.N,0.00310059729964
512,DVA.N,0.00612077862024
513,DVN.N,0.00380274280906
514,DXCM.O,0.0145014701411
515,DY.N,0.00419132877141
516,DYN.N,0.00168086215854
517,EA.O,0.0065692262724
518,EAT.N,0.00713555049151
519,EBAY.O,0.00705533102155
520,EBIX.O,0.00768404919654
521,EBR.N,0.00480044353753
522,EBS.N,0.0048500020057
523,EC.N,0.00692128855735
524,ECA.N,0.00203966535628
525,ECHO.O,0.00637480989099
526,ECL.N,0.00806107930839
527,ECR.N,0.000800831709057
528,ED.N,0.0158803202212
529,EDR.N,0.0111344913021
530,EDU.N,0.00686933007091
531,EEFT.O,0.00588884111494
532,EEP.N,0.00556499883533
533,EFII.O,0.0118756992742
534,EFX.N,0.00607344321907
535,EGHT.O,0.0104147642851
536,EGN.N,0.00783507153392
537,EGO.N,0.0408542007208
538,EGRX.O,0.00802094303071
539,EIGI.O,0.0060760686174
540,EIX.N,0.00991012062877
541,EL.N,0.00816486030817
542,ELGX.O,0.00164566654712
543,ELLI.N,0.00950720626861
544,ELP.N,0.00233317539096
545,ELS.N,0.0105665884912
546,ELY.N,0.0095881242305
547,EME.N,0.0053636925295
548,EMN.N,0.00559972506016
549,EMR.N,0.00918998289853
550,ENB.N,0.0034725414589
551,ENDP.O,0.0033920686692
552,ENH.N,-0.00700082909316
553,ENIA.N,0.00831268820912
554,ENLC.N,0.00275629665703
555,ENLK.N,0.00397046189755
556,ENR.N,0.0100392084569
557,ENSG.O,0.00970642175525
558,ENT.O,0.0017099538818
559,ENTG.O,0.0143506089225
560,EOG.N,0.00212852237746
561,EPAM.N,0.0107928989455
562,EPAY.O,0.0108649423346
563,EPC.N,0.00532596372068
564,EPD.N,0.00593067891896
565,EPE.N,0.00317451544106
566,EPR.N,0.0145649136975
567,EQC.N,0.0101791927591
568,EQIX.O,0.00766417011619
569,EQR.N,0.00879938621074
570,EQT.N,0.00419794861227
571,EQY.N,0.00950708519667
572,ERF.N,0.00254223775119
573,ERIC.O,0.00931148696691
574,ERII.O,0.0134255988523
575,ERJ.N,0.00434594694525
576,ES.N,0.00770396459848
577,ESND.O,0.0154465632513
578,ESNT.N,0.00500203948468
579,ESRT.N,0.0164358019829
580,ESRX.O,0.00318440329283
581,ESS.N,0.0172788798809
582,ESV.N,0.0082262000069
583,ETE.N,0.0120518533513
584,ETFC.O,0.00659538805485
585,ETN.N,0.00901012029499
586,ETP.N,0.0104488255456
587,ETR.N,0.00876874383539
588,ETSY.O,-0.00307922391221
589,EURN.N,0.00326842349023
590,EV.N,0.00948639586568
591,EVER.N,0.00444067176431
592,EVH.N,0.0021479986608
593,EVHC.N,-0.000759663525969
594,EVR.N,0.00661676563323
595,EW.N,0.00511201098561
596,EWBC.O,0.00467200111598
597,EXAS.O,0.00809609517455
598,EXC.N,0.00883249565959
599,EXEL.O,0.015126795508
600,EXLS.O,0.00582773890346
601,EXP.N,0.00488953478634
602,EXPD.O,0.00621749740094
603,EXPE.O,0.00331401545554
604,EXPR.N,0.00837847776711
605,EXR.N,0.010074917227
606,F.N,0.00501394364983
607,FAF.N,0.00728157442063
608,FANG.O,0.00222308794037
609,FAST.O,0.00671306904405
610,FB.O,0.00679916981608
611,FBHS.N,0.0128452489153
612,FBP.N,0.00433625280857
613,FBR.N,0.00073104351759
614,FCAU.N,0.0078197196126
615,FCEa.N,0.014642146416
616,FCF.N,0.00674194283783
617,FCH.N,0.00795945525169
618,FCPT.N,0.0128627130762
619,FCX.N,0.023962572217
620,FDC.N,0.00350383203477
621,FDS.N,0.0133735267445
622,FDX.N,0.0102924257517
623,FE.N,0.0104456581175
624,FET.N,-0.000817088410258
625,FEYE.O,0.0129983993247
626,FFBC.O,0.00723538547754
627,FFIV.O,0.00751270446926
628,FGEN.O,0.0135459089652
629,FHB.O,0.0029376540333
630,FHN.N,0.0034541701898
631,FI.N,0.0051595242694
632,FIG.N,0.00408609583974
633,FII.N,0.0131336608902
634,FINL.O,0.0109734674916
635,FIS.N,0.00930667761713
636,FISV.O,0.00725040305406
637,FIT.N,0.0231007300317
638,FITB.O,6.70524314046e-05
639,FIVE.O,0.0148434592411
640,FIVN.O,0.00799848977476
641,FIX.N,0.00658963806927
642,FIZZ.O,0.00181353092194
643,FL.N,0.00716526340693
644,FLEX.O,0.00515370350331
645,FLIR.O,0.00938276294619
646,FLO.N,0.00645847525448
647,FLOW.N,0.0199871845543
648,FLR.N,0.00720914918929
649,FLS.N,0.0106650637463
650,FLT.N,0.0035428404808
651,FMBI.O,0.00625925604254
652,FMC.N,0.00610976666212
653,FMSA.N,0.00506648048759
654,FMX.N,0.00395471323282
655,FN.N,0.012226828374
656,FNB.N,0.00162136554718
657,FNF.N,0.00564650446177
658,FNGN.O,0.0109000271186
659,FNSR.O,0.00770633015782
660,FNV.N,0.0170209556818
661,FOE.N,0.00645097158849
662,FOLD.O,0.00300262589008
663,FORM.O,0.00933898705989
664,FOSL.O,0.0027691796422
665,FOX.O,0.00514033250511
666,FOXA.O,0.00211110152304
667,FPRX.O,0.00755586195737
668,FR.N,0.0199041254818
669,FRC.N,0.0063265170902
670,FRGI.O,0.000284543726593
671,FRO.N,-0.00308512104675
672,FRT.N,0.0103434119374
673,FSIC.N,0.00781479571015
674,FSLR.O,0.00618965458125
675,FSM.N,0.0174187272787
676,FSP.A,0.0157751366496
677,FSS.N,0.00551465339959
678,FTI.N,0.00106950849295
679,FTK.N,0.00452324468642
680,FTNT.O,0.011609765701
681,FTV.N,0.011745733209
682,FUL.N,0.0075397817418
683,FULT.O,0.0044612288475
684,G.N,0.00989362597466
685,GATX.N,0.00685747340322
686,GBCI.O,0.00679193623364
687,GBT.O,0.0237393304706
688,GBX.N,0.00257082376629
689,GCI.N,0.0110968360677
690,GCO.N,0.00460684299469
691,GCP.N,0.0133843244985
692,GD.N,0.00848436169326
693,GDDY.N,0.00271269539371
694,GDOT.N,0.000646541360766
695,GE.N,0.00816830527037
696,GEL.N,0.00715534202754
697,GEO.N,0.0137008698657
698,GFI.N,0.0315124131739
699,GG.N,0.0280506685376
700,GGAL.O,0.00112950243056
701,GGB.N,-0.000485142692924
702,GGG.N,0.00857437681407
703,GHL.N,0.00651773624122
704,GIII.O,0.0239784009755
705,GIL.N,0.00723355356604
706,GILD.O,0.00846488680691
707,GIMO.N,0.0162196420133
708,GIS.N,0.0116771301255
709,GKOS.N,0.00586636830121
710,GLNG.O,0.00102401617914
711,GLOG.N,0.000253146979958
712,GLPI.O,0.00775101035833
713,GLW.N,0.00411766394973
714,GM.N,0.00646231416613
715,GME.N,0.0138080185279
716,GMED.N,0.00391057226807
717,GNC.N,0.00644596200436
718,GNRC.N,0.00901067815721
719,GNTX.O,0.00366844516248
720,GNW.N,0.00841672811657
721,GOGO.O,0.0115442657843
722,GOLD.O,0.0261294580996
723,GOOG.O,0.00596336741
724,GOOGL.O,0.0056675914675
725,GOV.O,0.0158091969788
726,GPC.N,0.0125734144822
727,GPI.N,0.00478045456111
728,GPK.N,0.00667417794466
729,GPN.N,0.00982419960201
730,GPOR.O,0.00139560736716
731,GPRE.O,0.00308305863291
732,GPRO.O,0.0198137871921
733,GPS.N,-0.00223221257329
734,GRA.N,0.0110052069649
735,GRFS.O,0.0068834843114
736,GRMN.O,0.00731146428734
737,GRPN.O,0.00960892252624
738,GRUB.N,0.0160180926323
739,GS.N,-0.000152642838657
740,GSAT.A,0.0213990844786
741,GSK.N,0.00779738649726
742,GSM.O,0.0171695351601
743,GT.O,0.00491129700094
744,GTE.A,0.000547039322555
745,GTLS.O,0.0027422811836
746,GTN.N,0.00855564326048
747,GWB.N,0.00645166542381
748,GWPH.O,0.00821611564606
749,GWR.N,0.00527866184711
750,GWRE.N,0.00901870336384
751,GWW.N,0.00661227107048
752,GXP.N,0.00718722864985
753,H.N,0.00692640244961
754,HA.O,0.00229551224038
755,HAE.N,0.00610698759556
756,HAIN.O,0.00610902998596
757,HAL.N,0.00257819425315
758,HALO.O,0.014568512328
759,HAR.N,0.00475133396685
760,HAS.O,0.00398911070079
761,HASI.N,0.00054984446615
762,HAWK.O,0.0071062175557
763,HBAN.O,0.00478277076036
764,HBHC.O,0.0029675308615
765,HBI.N,0.00718582514673
766,HCA.N,0.00365217216313
767,HCLP.N,-0.000453784130514
768,HCN.N,0.0149392327294
769,HCP.N,0.0121991736814
770,HCSG.O,0.00902836862952
771,HD.N,0.00948177836835
772,HDB.N,0.00357722397894
773,HDS.O,0.00693373661488
774,HE.N,0.00866947043687
775,HELE.O,0.00816562026739
776,HES.N,0.00605912413448
777,HFC.N,0.00222557038069
778,HIBB.O,0.00344814918935
779,HIG.N,0.00561570841819
780,HII.N,0.0047055259347
781,HIMX.O,0.0163217820227
782,HIW.N,0.0114013152197
783,HL.N,0.0283567346632
784,HLF.N,0.00391116924584
785,HLS.N,0.0050200112164
786,HLX.N,0.00150728179142
787,HMC.N,0.00532289594412
788,HMHC.O,0.00917219743133
789,HMSY.O,0.0133757637814
790,HMY.N,0.0283821336925
791,HOG.N,0.00560907553881
792,HOLI.O,0.0095579046756
793,HOLX.O,0.00407551694661
794,HOMB.O,0.00748723838478
795,HON.N,0.014521679841
796,HOPE.O,0.00493337959051
797,HP.N,0.000101237557828
798,HPE.N,0.0117703946307
799,HPP.N,0.006039054133
800,HPQ.N,0.011344297789
801,HPT.O,0.00847815349698
802,HQY.O,0.0130540626124
803,HR.N,0.0101150628179
804,HRB.N,0.00497217383236
805,HRC.N,0.00503343809396
806,HRI.N,0.0064113298431
807,HRL.N,0.00702702533454
808,HRS.N,0.00630564801395
809,HSBC.N,0.00374095514417
810,HSC.N,0.00342340581119
811,HSIC.O,0.0062778480351
812,HSNI.O,0.00991442427039
813,HST.N,0.00968211144209
814,HSY.N,0.00861799065024
815,HT.N,0.0063406098634
816,HTA.N,0.0139471283183
817,HTH.N,0.00196897890419
818,HTLD.O,0.0052319439128
819,HTZ.N,0.0336947329342
820,HUBG.O,0.00502755027264
821,HUM.N,0.00116209499538
822,HUN.N,0.00451057590544
823,HW.N,0.00737609248608
824,HWAY.O,0.00935485400259
825,HXL.N,0.00872338563204
826,HYH.N,0.00583678483963
827,HZNP.O,0.00848857685924
828,IAC.O,0.00399087741971
829,IAG.N,0.0595186837018
830,IART.O,0.00319948513061
831,IBKC.O,0.00346614513546
832,IBKR.O,0.00324675347656
833,IBM.N,0.00646036025137
834,IBN.N,0.0134854028001
835,ICE.N,0.00613339897245
836,ICLR.O,0.00452411733568
837,ICPT.O,0.0171027369797
838,IDCC.O,0.00770355202258
839,IDTI.O,0.0166787914932
840,IDXX.O,0.00509550888091
841,IEX.N,0.0114915529266
842,IFF.N,0.00802081916481
843,IGT.N,0.00737688224763
844,IILG.O,0.00741547066718
845,IIVI.O,0.00659300480038
846,ILMN.O,0.0171291939914
847,IM.N,0.00334044918418
848,IMAX.N,0.00745187606663
849,IMPV.N,0.00528645981103
850,INCR.O,0.00203385949135
851,INCY.O,-0.000796117819846
852,INFN.O,0.00289818411693
853,INFO.O,0.00573589745909
854,INFY.N,0.00369053054601
855,ING.N,0.00527736824006
856,INGR.N,0.00417506415397
857,INN.N,0.00978989247233
858,INOV.O,0.00945249293
859,INSM.O,-0.00156472623348
860,INSY.O,0.00243224576116
